ano,tema,indicador,valor,unidade,fonte,base_origem,variaveis_usadas,nivel_agregacao,comparabilidade_2014_2025,observacao_metodologica,atualizado_em
2020,Docentes e turmas,Turmas em educação infantil,214,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_INF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Docentes e turmas,Turmas em ensino fundamental,240,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Docentes e turmas,Turmas em anos iniciais,139,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AI,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Docentes e turmas,Turmas em anos finais,101,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Docentes e turmas,Turmas em ensino médio,49,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_MED,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Docentes e turmas,Matrículas por turma aproximado,15.8475,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_TUR_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2020,Docentes e turmas,Matrículas por docente aproximado,14.6252,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_DOC_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2021,Docentes e turmas,Docentes totais,1170,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_BAS,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Docentes em educação infantil,204,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_INF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Docentes em ensino fundamental,649,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Docentes em anos iniciais,286,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AI,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Docentes em anos finais,398,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Docentes em ensino médio,392,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_MED,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Turmas totais,658,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_BAS,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Turmas em educação infantil,145,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_INF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Turmas em ensino fundamental,240,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Turmas em anos iniciais,144,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AI,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Turmas em anos finais,96,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Turmas em ensino médio,57,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_MED,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Docentes e turmas,Matrículas por turma aproximado,16.6824,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_TUR_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2021,Docentes e turmas,Matrículas por docente aproximado,9.3821,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_DOC_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2022,Docentes e turmas,Docentes totais,725,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_BAS,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Docentes em educação infantil,222,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_INF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Docentes em ensino fundamental,389,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Docentes em anos iniciais,237,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AI,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Docentes em anos finais,192,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Docentes em ensino médio,140,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_MED,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Turmas totais,720,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_BAS,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Turmas em educação infantil,189,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_INF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Turmas em ensino fundamental,257,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Turmas em anos iniciais,161,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AI,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Turmas em anos finais,96,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Turmas em ensino médio,60,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_MED,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Docentes e turmas,Matrículas por turma aproximado,16.8333,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_TUR_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2022,Docentes e turmas,Matrículas por docente aproximado,16.7172,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_DOC_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2023,Docentes e turmas,Docentes totais,792,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_BAS,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Docentes em educação infantil,233,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_INF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Docentes em ensino fundamental,427,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Docentes em anos iniciais,261,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AI,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Docentes em anos finais,197,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Docentes em ensino médio,153,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_MED,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Turmas totais,698,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_BAS,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Turmas em educação infantil,168,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_INF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Turmas em ensino fundamental,273,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Turmas em anos iniciais,173,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AI,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Turmas em anos finais,100,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Turmas em ensino médio,62,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_MED,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Docentes e turmas,Matrículas por turma aproximado,18.2923,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_TUR_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2023,Docentes e turmas,Matrículas por docente aproximado,16.1212,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_DOC_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2024,Docentes e turmas,Docentes totais,839,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_BAS,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Docentes em educação infantil,244,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_INF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Docentes em ensino fundamental,459,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Docentes em anos iniciais,270,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AI,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Docentes em anos finais,221,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Docentes em ensino médio,180,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_MED,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Turmas totais,686,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_BAS,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Turmas em educação infantil,177,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_INF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Turmas em ensino fundamental,285,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Turmas em anos iniciais,179,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AI,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Turmas em anos finais,106,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Turmas em ensino médio,66,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_MED,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Docentes e turmas,Matrículas por turma aproximado,19.4636,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_TUR_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2024,Docentes e turmas,Matrículas por docente aproximado,15.9142,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_DOC_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2025,Docentes e turmas,Docentes totais,899,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_BAS,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Docentes em educação infantil,257,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_INF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Docentes em ensino fundamental,504,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Docentes em anos iniciais,305,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AI,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Docentes em anos finais,241,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_FUND_AF,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Docentes em ensino médio,179,docentes,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_DOC_MED,município/ano,comparável com adaptação,Soma de docentes filtrados para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Turmas totais,772,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_BAS,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Turmas em educação infantil,250,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_INF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Turmas em ensino fundamental,294,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Turmas em anos iniciais,184,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AI,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Turmas em anos finais,110,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_FUND_AF,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Turmas em ensino médio,67,turmas,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,QT_TUR_MED,município/ano,comparável com adaptação,Soma de turmas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Docentes e turmas,Matrículas por turma aproximado,17.9469,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_TUR_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2025,Docentes e turmas,Matrículas por docente aproximado,15.4116,razão,Censo Escolar/INEP,painel_educacao_tijucas_docentes_turmas.csv,"QT_MAT_BAS, QT_DOC_BAS",município/ano,comparável com adaptação,Razão calculada localmente. Não é indicador oficial do INEP.,2026-06-01T12:00:08
2014,Infraestrutura,agua potavel,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_potavel,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,agua rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,energia rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_energia_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,esgoto rede publica,61.11,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_esgoto_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,banheiro,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_banheiro,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,cozinha,97.22,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_cozinha,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,refeitorio,47.22,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_refeitorio,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,biblioteca ou sala leitura,47.22,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_biblioteca_ou_sala_leitura,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,laboratorio informatica,47.22,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_informatica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,laboratorio ciencias,2.78,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_ciencias,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,quadra esportes,44.44,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_quadra_esportes,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,parque infantil,44.44,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_parque_infantil,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,patio coberto,44.44,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_coberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2014,Infraestrutura,patio descoberto,66.67,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_descoberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,agua potavel,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_potavel,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,agua rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,energia rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_energia_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,esgoto rede publica,63.89,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_esgoto_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,banheiro,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_banheiro,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,cozinha,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_cozinha,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,refeitorio,50.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_refeitorio,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,biblioteca ou sala leitura,52.78,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_biblioteca_ou_sala_leitura,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,laboratorio informatica,55.56,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_informatica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,laboratorio ciencias,2.78,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_laboratorio_ciencias,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,quadra esportes,47.22,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_quadra_esportes,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,parque infantil,44.44,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_parque_infantil,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,patio coberto,50.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_coberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2015,Infraestrutura,patio descoberto,69.44,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_patio_descoberto,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2016,Infraestrutura,agua potavel,0.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_potavel,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2016,Infraestrutura,agua rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_agua_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
2016,Infraestrutura,energia rede publica,100.00,%,Censo Escolar/INEP,painel_educacao_tijucas_infraestrutura.csv,perc_escolas_energia_rede_publica,município/ano,comparável com adaptação,Percentual de escolas ativas com a característica indicada.,2026-06-01T12:00:08
